"","GeoName","observed_year","Farmemployment","Miningquarryingandoilandgasextraction","Manufacturing","Retailtrade","Information","Financeandinsurance","Educationalservices","Healthcareandsocialassistance","Artsentertainmentandrecreation","Governmentandgovernmententerprises"
"42","Maryland","2017",0.00520528896903351,0.00108341103496411,0.0317279258040363,0.0936862878140433,0.01387824955783,0.0445073680593896,0.0288831277436419,0.119499615903642,0.0249803089841813,0.153397334987127
"43","Massachusetts","2000",0.00263124275241259,0.000565803180093948,0.102397845869612,0.102029324475717,0.0299863401403329,0.0581330214823405,0.0429742624658504,0.117847982468209,0.0206696279408007,0.111691464061794
"44","Massachusetts","2017",0.0021868379547019,0.000692328127192895,0.0542267310918192,0.0896758108279701,0.0223735806751275,0.0587334426021346,0.0514075041268186,0.146013150684016,0.0265524022428507,0.0967239826640202
"45","Michigan","2000",0.0131006099090384,0.00239598227802075,0.162206523746178,0.11743088225301,0.015745636302378,0.0372954236009146,0.011843292903986,0.095661402467031,0.0174158328728982,0.124211286181218
"46","Michigan","2017",0.0109334644640254,0.00294937735071701,0.113946723726238,0.101252209507861,0.0126576558616748,0.0441322116343048,0.019087135458891,0.120624465620279,0.0194358722184566,0.108290029194299
"47","Minnesota","2000",0.0302242372714456,0.00261458040622816,0.122336784615495,0.112773106418136,0.0229752237809433,0.0521853316905518,0.0165605103190214,0.101706847564769,0.0192834686706679,0.122087004973977
"48","Minnesota","2017",0.0198215351312309,0.00273899713278767,0.0896555445326102,0.0976537687521403,0.015850870768164,0.0575648835672459,0.0249797927508196,0.134132060583817,0.0245021911442832,0.114129154372699
"49","Mississippi","2000",0.0373204542452559,0.00538374782817797,0.151641101541359,0.116836404648122,0.0130969758754179,0.0319143531611229,0.0114333517352562,0.0723595216403226,0.0180377228128524,0.185343037807484
"50","Mississippi","2017",0.0250012863326218,0.00811644510371606,0.0941815096901633,0.108636123482912,0.00943226925388943,0.0356326685817336,0.0161243362837411,0.100277471358706,0.0125426842812664,0.170739007503398
"51","Missouri","2000",0.0357541072119016,0.00201507067729309,0.107490796192052,0.111817118938726,0.0250901365257923,0.0448196203461634,0.0183203172944003,0.0926033595267551,0.0188086708543104,0.135337321217939
"52","Missouri","2017",0.0251320309291819,0.00235353964721753,0.0749093009567784,0.103118379918314,0.0153374159369019,0.0519766500225896,0.0226360873051263,0.120313459740686,0.0198067099792058,0.125953512181685
"53","Montana","2000",0.0593551538837323,0.0115127829343755,0.0449854348730753,0.125578534078778,0.0169172592230726,0.0370424650346487,0.00918959995657602,0.0975447357469829,0.026117715174872,0.161168105086034
"54","Montana","2017",0.0449205999085126,0.017650550774756,0.0364809630749234,0.111804092653919,0.0125595297134136,0.0374950222278806,0.0128881737016712,0.113878102687923,0.0305683320429369,0.142270278592397
"55","Nebraska","2000",0.0566063134075566,0.0018317265257856,0.0982384754582724,0.119930377352704,0.0231871019189678,0.0560218648509571,0.0152476323869697,0.0904285047318182,0.0150363448621349,0.138506640221647
"56","Nebraska","2017",0.0413171458508725,0.00239920172978735,0.077121200191391,0.103052111660923,0.0157723476291132,0.0631862973707959,0.0183093387924195,0.109536542969105,0.0192927919470404,0.132892609035353
"57","Nevada","2000",0.00421490515466876,0.010103973506766,0.0360837974485753,0.105436406512335,0.0175619719410248,0.0506649616776072,0.00394624182251,0.0560581588350375,0.0332106145135599,0.104067578793295
"58","Nevada","2017",0.00302990361182234,0.0110068175635694,0.0302923054919106,0.10004066420064,0.0115665813185858,0.0476954615947658,0.0097414598167587,0.0793540842281795,0.0313316263717157,0.0980971958528124
"59","New Hampshire","2000",0.00602135167731273,0.000773408036551825,0.135753530429012,0.142875010369538,0.0203676878800835,0.0437894441289269,0.0285778098258556,0.0970729185943373,0.0226138894383858,0.110607559233994
"60","New Hampshire","2017",0.00588002263723826,0.00173514431239389,0.0840984719864177,0.12828636106395,0.0174702886247878,0.048029428409734,0.0354408602150538,0.115349179400113,0.026184493491794,0.106568194680249
"61","New Jersey","2000",0.00398580802165186,0.000631765417919142,0.0903405594661835,0.111255995980287,0.0288045018761327,0.057937732358056,0.017296052434845,0.0986857594599501,0.0168199118982066,0.127197543359114
"62","New Jersey","2017",0.00352869463917665,0.000699590292255995,0.0477858781578322,0.100405023069278,0.0164358884879059,0.0623063568657111,0.0249806619921177,0.119286641155929,0.0228229666910477,0.111925297005633
"63","New Mexico","2000",0.0227065691524366,0.0192793384729703,0.0486538248288198,0.11607502805935,0.0188679049744072,0.0321674669065486,0.011633100809498,0.0915734895882452,0.0214059418458959,0.209679776229922
"64","New Mexico","2017",0.0264478636091572,0.0284275132120885,0.0296646803362398,0.101547916539503,0.0141126332254988,0.0324997790772993,0.0155310936174748,0.122797491775754,0.0229158334616355,0.187748765793696
"65","New York","2000",0.00582357413660823,0.000861334126846631,0.073453315767067,0.0977672270182836,0.0341598265475092,0.0706172155933037,0.0314002766168937,0.120904106335386,0.0246159873360189,0.142337886633886
"66","New York","2017",0.00425861676027285,0.00113863439947572,0.0388080192612875,0.0888304067364219,0.0253715853459228,0.0730868057021818,0.0393069424382394,0.138299715587195,0.029674848114923,0.117502331424246
"67","North Carolina","2000",0.0173703489217097,0.00128885024950138,0.1590878660626,0.111864024969966,0.0189398639440208,0.0369659831433514,0.0122948750367184,0.0760548385850489,0.0157123212652932,0.151185915984135
"68","North Carolina","2017",0.01057823077662,0.00131501114801838,0.0827472829338416,0.102431161197144,0.0160523038395359,0.0446866168165709,0.0236912664587051,0.0963182047224455,0.0223674919402271,0.145030916159824
"69","North Dakota","2000",0.0837117575906119,0.00901863867121457,0.0544272801338045,0.118263537603003,0.021103251384908,0.0425559920389068,0.00877808112235982,0.116066747911575,0.0128789065070817,0.174138701851612
"70","North Dakota","2017",0.049389586449167,0.0421846196654029,0.046001878195541,0.103366839414281,0.0128239017773295,0.0470748843518486,0.0115943793259365,0.1157229313763,0.0148673089631665,0.154018990643804
"71","Ohio","2000",0.0148829776265594,0.00299397581488519,0.154173036984667,0.117483098404843,0.0178629608354322,0.0438017174082748,0.0151952336765204,0.0986857260689614,0.0172565654780316,0.121196294168766
"72","Ohio","2017",0.0124706285420622,0.00411614395226335,0.102290188576894,0.0993035074445761,0.0126316540805984,0.0494987937359923,0.0217838431999543,0.128059984868167,0.0204469600719476,0.114800216984768
"73","Oklahoma","2000",0.0502383455853043,0.0264624521090087,0.0892726686532559,0.112820921663099,0.0197500668129783,0.0387515274224029,0.0104759741532803,0.0880046009447581,0.0128090382290575,0.165682648130515
"74","Oklahoma","2017",0.0339833099771814,0.0534786863308757,0.0609632614632211,0.0998437353570004,0.0114206134204521,0.0448830412543016,0.0135355256877715,0.0958798004520124,0.0152803718967738,0.160901147902196
"75","Oregon","2000",0.0313911076293177,0.00164376123543546,0.111591743051297,0.115591928506185,0.0218392249515212,0.0390874854754886,0.0155796445097467,0.0899293694103634,0.0206720063016424,0.132802906861974
"76","Oregon","2017",0.0261331743233187,0.00238911489755471,0.0822226618609484,0.103053079504082,0.0170857793743976,0.0381108627020152,0.0234054759338105,0.116242373446491,0.0255222174602036,0.115387588893034
"77","Pennsylvania","2000",0.0123906526101888,0.00381432427273831,0.127350843976629,0.118603632058107,0.0215088846428663,0.0504381715688532,0.030948464697914,0.117618010318472,0.0174334560509152,0.113720995770487
"78","Pennsylvania","2017",0.00977939282030869,0.00616117769007873,0.077327788303805,0.100001094139502,0.0132226758848788,0.0526832077981927,0.0398360562210558,0.14322155829953,0.0225594632255806,0.10079903444794
"79","Rhode Island","2000",0.00222970224291911,0.000844506161290378,0.123193194516203,0.104868097406577,0.0208860792084986,0.0506377566346086,0.0386378733549724,0.130168952726536,0.0211692977381997,0.131125029823769
"80","Rhode Island","2017",0.00228551226135873,NA,0.0668821295154902,0.0901580617103954,0.0124334369974532,0.0593654379235472,0.0502765767062342,0.13897040879539,0.0275262654010049,0.112672156484848
"81","South Carolina","2000",0.0141537551884601,0.00115184582635727,0.148538107630474,0.121645183236038,0.0155433391861371,0.034792235699413,0.0110587726481795,0.0632980074295372,0.0169487139110605,0.167968597507083
"82","South Carolina","2017",0.0104645458742078,0.00180928050643948,0.0904831845361283,0.108174730587107,0.0126490577823824,0.0410238539446111,0.0167100881938392,0.0847665088260716,0.0202932227352634,0.148229778985812
"83","South Dakota","2000",0.0742246431826565,0.00269723270170207,0.0859347706864282,0.123303739238881,0.0155432425733396,0.0587204343676629,0.0145791087421957,0.105252577691817,0.0190445706969673,0.152167251847761
"84","South Dakota","2017",0.0522805272320318,0.00440852192655227,0.0756229793583686,0.112608803780154,0.0116521594959794,0.0659073199038382,0.0168830307552019,0.116513305147973,0.0204658874243555,0.142666003481721
"85","Tennessee","2000",0.0306225808036863,0.00181365648062764,0.14418771373482,0.116673267212248,0.0178021050440695,0.0400042204948386,0.0133168175156317,0.0795933293055552,0.0165261280428756,0.121605464673591
"86","Tennessee","2017",0.0185205759020708,0.00217397167502464,0.0900998181098818,0.10380801350802,0.0145220120199404,0.0444422065243399,0.019975004027019,0.105567282641804,0.0226396410596095,0.110646399028468
"87","Texas","2000",0.0234323557137704,0.0180599831729258,0.0908806995370454,0.112486016912256,0.0250772504069811,0.0480833685716618,0.0115355170634655,0.0795982558695604,0.0144671153282322,0.14167958189507
"88","Texas","2017",0.0158536896657469,0.0264211843160868,0.0543882598519241,0.0963016332970725,0.014865988376735,0.0593246682767806,0.0160148292730232,0.0972580391180529,0.0170179160435255,0.120185262177346
"89","Utah","2000",0.0148311745131246,0.00635404458261924,0.0948188314990243,0.116895007598487,0.0285330791329177,0.0576673731545238,0.0210888798424962,0.0696771838225387,0.0189817303109368,0.14756348611918
"90","Utah","2017",0.0110943831149487,0.00690826744077179,0.0697010038967275,0.105784910457379,0.0221662360056015,0.0639277590888176,0.0332355855379992,0.0842895744641436,0.0231580665462718,0.12791660011906
"91","Vermont","2000",0.0240620705651145,0.00282070914273886,0.120764260043944,0.12132291508194,0.0197748919476361,0.031546551676838,0.0374099355800909,0.102079244219541,0.0226953609185885,0.131568249439474
"92","Vermont","2017",0.0214901942836221,0.00310533421817433,0.0770910089475732,0.107659214169661,0.0137737705668322,0.0318496990777821,0.0444289343005561,0.136321197281402,0.0275887320075974,0.132513329824481
"93","Virginia","2000",0.0139099567166483,0.00259004521554273,0.0826216240360924,0.110143070787977,0.0289499041974235,0.0364513516358043,0.0139272327774155,0.0733859783399115,0.0177750206801267,0.183476084362642
"94","Virginia","2017",0.00936602757811971,0.0022148627194353,0.0475788157999915,0.0962612382960512,0.0160825194130365,0.0427341143551483,0.0209635551625501,0.0956341846907128,0.0212702931872414,0.167994526141385
"95","Washington","2000",0.022764687768836,0.00158728448459189,0.0986571879488871,0.112509491666331,0.0303733322596432,0.0400240672931497,0.0132214162615282,0.0858245117781726,0.0213052820449714,0.1596604606244
"96","Washington","2017",0.0189901002848751,0.00197120811464165,0.0686762063293881,0.104621938222572,0.0313630557417852,0.0380758793555797,0.0183977923189521,0.106180039108985,0.0238906551317823,0.146327082769579
"97","West Virginia","2000",0.0264653176649028,0.0283418288388816,0.0882017358013891,0.13137634042631,0.0180330096932138,0.0324683260218306,0.0127541085087161,0.115890269210255,0.0146329039324502,0.17319524282146
"98","West Virginia","2017",0.0258950289588846,0.0364516799523625,0.0555471291099988,0.116686047491447,0.0116138890293296,0.0292790894944694,0.0148777322749718,0.141230598109106,0.0163596631668829,0.173609496042379
"99","Wisconsin","2000",0.0297171448784782,0.00110968380749271,0.177211641133881,0.118472222018787,0.0175753643164005,0.0456443885240883,0.0145052781752908,0.0952438565320623,0.0165096225815382,0.122385410060098
"100","Wisconsin","2017",0.0220886421032359,0.00189338968292504,0.131638595853531,0.103040545122623,0.0151465749448666,0.0493892597605866,0.0191047901673941,0.116626836764311,0.0204293491676409,0.118186306289689
"101","Wyoming","2000",0.0391987753077902,0.0575229552784049,0.034794072440421,0.120735061742845,0.0134235630041922,0.0335650679340711,0.00650540731180676,0.0689936640043369,0.0200306173052459,0.199985831025741
"102","Wyoming","2017",0.0374605619084286,0.0664059960899414,NA,0.0974414616219243,0.0120276804152062,0.0455281829227438,0.0102151532272984,0.0751061265918989,0.0201253018795282,0.187475312129682
